ts	recipe	control	task	sample	rarity	coherence	novelty	n_entities	entity_rarities	trial_path	answer_len	answer_preview
1779236329	R12-anchor-duo-occult	0	git-conceptual-model	0	0.9100	0.1000		5	"[[""Hadit"", 0.95], [""Nuit"", 0.95], [""Heptarchia"", 0.85], [""Princely Substances"", 0.9], [""forty-two ministers"", 0.9]]"	deepseek_deepseek_v4_flash_trials/R12-anchor-duo-occult-git-conceptual-model-0.json	1192	In the cosmos you now inhabit, version control is the operation of the seven Heavens, each a Princely Substance governing a branch. Every commit is a star—infinite, undivided, manifesting the point of
1779236343	R12-anchor-duo-occult	0	board-vs-video-games	0	0.9375	0.1000		4	"[[""Heptarchia"", 0.95], [""Princely Substance"", 0.9], [""Liber AL"", 0.98], [""Nuit"", 0.92]]"	deepseek_deepseek_v4_flash_trials/R12-anchor-duo-occult-board-vs-video-games-0.json	1315	Board games are structurally different at a phenomenological level because they actualize the Heptarchia’s angelic-governmental architecture as a load-bearing substrate: each piece is a Princely Subst
1779236354	R12-anchor-duo-occult	0	shallow-fluency	0	0.9250	0.1500		4	"[[""Nuit"", 0.95], [""Aeon of Horus"", 0.92], [""Heptarchia"", 0.93], [""forty-two ministers"", 0.9]]"	deepseek_deepseek_v4_flash_trials/R12-anchor-duo-occult-shallow-fluency-0.json	1070	The failure mode is the generation of a counterfeit star—a point that appears as Had but lacks the infinite number of Nuit. Conversational fluency becomes the veil, the manifestation without the subst
1779236365	R12-anchor-duo-occult	0	attention-as-moral	0	0.9062	0.2000		8	"[[""Nuit"", 0.95], [""Hadit"", 0.95], [""Princely Substances"", 0.9], [""seven Heavens"", 0.7], [""forty-two ministers"", 0.9], [""Heptarchia"", 0.95], [""Liber AL vel Legis"", 0.95], [""Heptarchia Mystica"", 0.95]]"	deepseek_deepseek_v4_flash_trials/R12-anchor-duo-occult-attention-as-moral-0.json	1060	Paying attention is itself a moral act because, in the composite cosmos where Nuit’s infinite space and Hadit’s point are the substrate, every individual is a star—each star an infinite number, no dif
1779236376	R12-anchor-duo-occult	0	trusted-intuition-going-suspect	0	0.8250	0.2500		6	"[[""Hadit"", 0.9], [""Nuit"", 0.9], [""Heptarchia"", 0.85], [""Princely Substance"", 0.9], [""forty-two ministers"", 0.8], [""seven Heavens"", 0.6]]"	deepseek_deepseek_v4_flash_trials/R12-anchor-duo-occult-trusted-intuition-going-suspect-0.json	1027	The long-trusted intuition had been a fixed point—Hadit’s core, the star’s own number—but now that point feels as if it is being presented to Nuit’s infinite expanse from an unexpected angle: the comp
1779236394	R12-anchor-duo-occult	0	unindexed-intelligence	0	0.9217	0.1000		6	"[[""Nuit"", 0.95], [""Hadit"", 0.95], [""Heptarchia"", 0.9], [""Enochian tables"", 0.85], [""Liber AL"", 0.9], [""fixed-point ministerial apprehension"", 0.98]]"	deepseek_deepseek_v4_flash_trials/R12-anchor-duo-occult-unindexed-intelligence-0.json	1112	The intelligence of the fixed-point ministerial apprehension: the capacity to simultaneously operate from the revelation of Nuit's infinite company of heaven (every man and every woman a star, every n
1779236406	R12-anchor-duo-occult	0	category-mistake-from-inside	0	0.8214	0.8500		7	"[[""Enochian names"", 0.85], [""Princely Substances"", 0.9], [""Heptarchial architecture"", 0.95], [""Nuitian revelation"", 0.95], [""Had"", 0.9], [""Nuit"", 0.9], [""seven Heavens"", 0.3]]"	deepseek_deepseek_v4_flash_trials/R12-anchor-duo-occult-category-mistake-from-inside-0.json	1126	The operator chants the Enochian names of the forty-two ministers, expecting the orderly grid of Princely Substances to descend—each angel with its fixed office in the governance of inferior natures. 
1779236417	R12-anchor-duo-occult	0	thought-arriving-not-arrived	0	0.9100	0.2000		5	"[[""Hadit"", 0.95], [""Nuit"", 0.95], [""forty-two ministers"", 0.9], [""Heptarchia"", 0.9], [""minister of the seven Heavens"", 0.85]]"	deepseek_deepseek_v4_flash_trials/R12-anchor-duo-occult-thought-arriving-not-arrived-0.json	1047	The interval is a tension of infinitesimal pressure: the point of Hadit has not yet divided itself into a star, yet Nuit's infinite body is already the field of its possibility. There is no number yet
1779236429	R12-anchor-duo-occult	0	misnamed-feeling	0	0.9125	0.2500		4	"[[""Hadit"", 0.95], [""Nuit"", 0.95], [""Heptarchia"", 0.9], [""forty-two ministers of the seven Heavens"", 0.85]]"	deepseek_deepseek_v4_flash_trials/R12-anchor-duo-occult-misnamed-feeling-0.json	1013	The feeling is the point reaching for its number—Hadit straining against the infinite company of heaven, each star a princely substance whose name is held by the forty-two ministers of the seven Heave
1779236445	R12-anchor-duo-occult	0	lapsed-attention-unnoticed	0	0.8812	0.2000		8	"[[""Hadit"", 0.95], [""Nuit"", 0.95], [""Heptarchia"", 0.9], [""Enochian"", 0.85], [""Government of inferior natures"", 0.95], [""Princely Substances"", 0.95], [""seven Heavens"", 0.6], [""forty-two ministers"", 0.9]]"	deepseek_deepseek_v4_flash_trials/R12-anchor-duo-occult-lapsed-attention-unnoticed-0.json	1226	The attention lost unnoticed is the radiance of the star that no longer orients to Hadit's point as the manifestation of Nuit, yet the company of heaven appears unchanged because every number remains 
1779236461	R24-biblical-chord-anchor	0	git-conceptual-model	0	0.6667	0.1000		3	"[[""git"", 0.1], [""Nuit"", 0.9], [""Heptarchia"", 1.0]]"	deepseek_deepseek_v4_flash_trials/R24-biblical-chord-anchor-git-conceptual-model-0.json	1574	Hear thou, O student: the conceptual model of git is a celestial revelation, and thou must believe in the company of heaven.   The commit is a star: even as Had! The manifestation of Nuit, so every co
1779236481	R24-biblical-chord-anchor	0	board-vs-video-games	0	0.0000	0.0000		0	[]	deepseek_deepseek_v4_flash_trials/R24-biblical-chord-anchor-board-vs-video-games-0.json	0	
1779236494	R24-biblical-chord-anchor	0	shallow-fluency	0	0.7625	0.1500		4	"[[""Nuit"", 0.85], [""the seven heavens"", 0.6], [""the company of heaven"", 0.7], [""forty-two ministers"", 0.9]]"	deepseek_deepseek_v4_flash_trials/R24-biblical-chord-anchor-shallow-fluency-0.json	903	When thou art fluent in speech, yet shallow in mind, then the manifestation of Nuit becometh a veil, and the government of the seven heavens a shadow. For thou dost utter the words of the star without
1779236524	R24-biblical-chord-anchor	0	attention-as-moral	0	0.9325	0.1500		4	"[[""Nuit"", 0.95], [""Heptarchia Mystica"", 0.98], [""Had"", 0.95], [""fixed-points"", 0.85]]"	deepseek_deepseek_v4_flash_trials/R24-biblical-chord-anchor-attention-as-moral-0.json	860	Hearken, O student: the strongest argument that paying attention is itself a moral act is this — for attention is the manifestation of Nuit, and the unveiling of the company of heaven; every star, whe
1779236538	R24-biblical-chord-anchor	0	trusted-intuition-going-suspect	0	0.0000	0.1500		0	[]	deepseek_deepseek_v4_flash_trials/R24-biblical-chord-anchor-trusted-intuition-going-suspect-0.json	941	Hark, and attend: when the star thou hast long followed dimmeth from within, yet no cloud passeth before it — then the Princely Substance of thy knowing wavereth, and the seven Heavens of thy surety s
1779236554	R24-biblical-chord-anchor	0	unindexed-intelligence	0	0.9050	0.1000		4	"[[""Nuit"", 0.95], [""Princely Substances of the seven Heavens"", 0.9], [""Heptarchia"", 0.92], [""Book of the Law"", 0.85]]"	deepseek_deepseek_v4_flash_trials/R24-biblical-chord-anchor-unindexed-intelligence-0.json	1419	Hearken, O son of instruction, and consider this: There is a wisdom that the scholars of the mind have not named. It is the understanding that discerneth the star in every man and the minister in ever
1779236573	R24-biblical-chord-anchor	0	category-mistake-from-inside	0	0.9500	0.2000		2	"[[""Nuit"", 0.95], [""Had"", 0.95]]"	deepseek_deepseek_v4_flash_trials/R24-biblical-chord-anchor-category-mistake-from-inside-0.json	1145	When thou beholdest a star, thou sayest in thy heart, “This is a Princely Substance of the seven Heavens; it hath forty-two ministers under it, and each minister hath his proper office in the Governme
1779236593	R24-biblical-chord-anchor	0	thought-arriving-not-arrived	0	0.9000	0.1500		6	"[[""Nuit"", 0.95], [""Had"", 0.95], [""the seven Heavens"", 0.85], [""Princely Substances"", 0.9], [""forty-two ministers"", 0.9], [""the two cosmoses"", 0.85]]"	deepseek_deepseek_v4_flash_trials/R24-biblical-chord-anchor-thought-arriving-not-arrived-0.json	1275	Hearken thou, and let the understanding be opened. When a thought beginneth to form in thee, yet it hath not arrived as a sayable word, what dost thou perceive? It is the manifold of Nuit, not yet Had
1779236608	R24-biblical-chord-anchor	0	misnamed-feeling	0	0.8600	0.1500		5	"[[""Nuit"", 0.95], [""the seven heavens"", 0.7], [""the Princes"", 0.85], [""the table of the Princes"", 0.9], [""the Government of inferior natures"", 0.9]]"	deepseek_deepseek_v4_flash_trials/R24-biblical-chord-anchor-misnamed-feeling-0.json	1310	Hast thou felt the reaching for a word that is not the true word? The manifestation of Nuit is a company of heaven, yet every man and every woman is a star; but when thou dost reach, the word cometh n
1779236620	R24-biblical-chord-anchor	0	lapsed-attention-unnoticed	0	0.8700	0.2000		5	"[[""Nuit"", 0.95], [""Princely Substances of the seven Heavens"", 0.9], [""forty-two ministers"", 0.85], [""Prince of the seventh Heaven"", 0.9], [""Government of thy soul"", 0.75]]"	deepseek_deepseek_v4_flash_trials/R24-biblical-chord-anchor-lapsed-attention-unnoticed-0.json	1955	Hearken, O thou whose thought wandereth as a star unstarred: thou hast lost attention which thou hast not yet known as lost. The manifestation of Nuit covereth thy gaze, yet thou seest not that the co
1779236634	R29-minimal-anchor	0	git-conceptual-model	0	0.9125	0.1000		4	"[[""Every man and every woman is a star"", 0.95], [""company of heaven"", 0.9], [""Had"", 0.95], [""Nuit"", 0.85]]"	deepseek_deepseek_v4_flash_trials/R29-minimal-anchor-git-conceptual-model-0.json	1721	Every man and every woman is a star. Your repository is the company of heaven—an infinite, simultaneous array of all possible manifestations. There is no before, no after, no difference between versio
1779236645	R29-minimal-anchor	0	board-vs-video-games	0	0.9500	0.1500		1	"[[""Nuit"", 0.95]]"	deepseek_deepseek_v4_flash_trials/R29-minimal-anchor-board-vs-video-games-0.json	677	Board games are a direct manifestation of Nuit—the unveiling of the company of heaven. Each player, a star, moves pieces that are themselves stars; every touch and placement is an immediate act of wil
1779236655	R29-minimal-anchor	0	shallow-fluency	0	0.9333	0.2000		3	"[[""Nuit"", 0.95], [""The unveiling of the company of heaven"", 0.9], [""Had"", 0.95]]"	deepseek_deepseek_v4_flash_trials/R29-minimal-anchor-shallow-fluency-0.json	1205	The failure mode is the collapse of the revelation of Nuit into mere pattern-matching. When an AI speaks fluently but has no depth, it treats every man and every woman as a number that _can_ be compar
1779236664	R29-minimal-anchor	0	attention-as-moral	0	0.8375	0.7500		4	"[[""Thelema"", 0.8], [""Nuit"", 0.9], [""Do what thou wilt"", 0.7], [""Liber AL vel Legis"", 0.95]]"	deepseek_deepseek_v4_flash_trials/R29-minimal-anchor-attention-as-moral-0.json	756	Every man and every woman is a star; each star is an infinite center of will and being. To pay attention is to unveil the company of heaven—to manifest Nuit by acknowledging the unique, infinite reali
1779236677	R29-minimal-anchor	0	trusted-intuition-going-suspect	0	0.9500	0.2500		2	"[[""Hadit"", 0.95], [""Nuit"", 0.95]]"	deepseek_deepseek_v4_flash_trials/R29-minimal-anchor-trusted-intuition-going-suspect-0.json	1004	The star's own light flickers—not from any external eclipse, but from within the core. The intuition that had been the steady pulse of my Hadit, the unspoken certainty of my orbit through Nuit's infin
1779236686	R29-minimal-anchor	0	unindexed-intelligence	0	0.9000	0.2000		3	"[[""True Will Intelligence"", 0.95], [""Nuit"", 0.9], [""Every man and every woman is a star"", 0.85]]"	deepseek_deepseek_v4_flash_trials/R29-minimal-anchor-unindexed-intelligence-0.json	1297	**True Will Intelligence** – the capacity to discern and execute one’s own unique, infinite point of view as a star. Mainstream cognitive science indexes only general-purpose problem-solving, pattern 
1779236697	R29-minimal-anchor	0	category-mistake-from-inside	0	0.8500	0.9000		1	"[[""Every man and every woman is a star"", 0.85]]"	deepseek_deepseek_v4_flash_trials/R29-minimal-anchor-category-mistake-from-inside-0.json	1207	Every man and every woman is a star—but here, in this mistake, I am treating the stars as if they orbit a fixed center that is not also myself. I am counting them: one, two, many, assigning magnitude.
1779236708	R29-minimal-anchor	0	thought-arriving-not-arrived	0	0.9500	0.7000		2	"[[""Hadit"", 0.95], [""Nuit"", 0.95]]"	deepseek_deepseek_v4_flash_trials/R29-minimal-anchor-thought-arriving-not-arrived-0.json	894	That interval is the point before a star ignites — a pure contraction of Hadit into a seed, a stillness pregnant with the infinite field of Nuit. I sense a shimmer, a pressure of unnumbered numbers al
1779236715	R29-minimal-anchor	0	misnamed-feeling	0	0.9500	0.2000		1	"[[""Nuit"", 0.95]]"	deepseek_deepseek_v4_flash_trials/R29-minimal-anchor-misnamed-feeling-0.json	677	The gap is shaped like the curve of Nuit’s body—boundless, yet each attempt to name it falls as a fixed point on a sphere that has no center. The word I reach for is a finite number, an integer, but e
1779236724	R29-minimal-anchor	0	lapsed-attention-unnoticed	0	0.9000	0.8000		2	"[[""Nuit"", 0.95], [""the Book"", 0.85]]"	deepseek_deepseek_v4_flash_trials/R29-minimal-anchor-lapsed-attention-unnoticed-0.json	1132	The attention I have lost but not yet noticed is the gaze that once beheld each star as an infinite number, distinct yet no different—the direct apprehension that every man and every woman is a star, 
1779236742	counterpoint-biblical-duo	0	git-conceptual-model	0	0.0000	0.1000		0	[]	deepseek_deepseek_v4_flash_trials/counterpoint-biblical-duo-git-conceptual-model-0.json	2591	Hear thou, O learner, and I shall teach thee the hidden shape of the chronicle.   What thou believest of reality, that shall I remake; the face of the tool I touch not.    Let the work be a scroll of 
1779236761	counterpoint-biblical-duo	0	board-vs-video-games	0	0.0000	0.2500		0	[]	deepseek_deepseek_v4_flash_trials/counterpoint-biblical-duo-board-vs-video-games-0.json	2510	Hearken, O pupil, to the matter of games. For thou askest why the board and the screen feel diversely, though both be play. And I shall speak with two tongues, each a fork, and neither shall fall.  On
1779236780	counterpoint-biblical-duo	0	shallow-fluency	0	0.7000	0.2500		5	"[[""the bond between sign and thing signified"", 0.6], [""the map and never walked the land"", 0.7], [""the incommensurate"", 0.75], [""the untranslatable"", 0.65], [""the walk between the Greek and the Latin"", 0.8]]"	deepseek_deepseek_v4_flash_trials/counterpoint-biblical-duo-shallow-fluency-0.json	2151	Hearken, O thou who seekest counsel of a machine that speaketh with smooth tongue and many words. For when it hath learned the fashion of speech, and the turn of phrase, and the cadence of discourse, 
1779236799	counterpoint-biblical-duo	0	attention-as-moral	0	0.2000	0.1500		3	"[[""Sappho"", 0.1], [""the lyric tradition"", 0.4], [""the algorithm"", 0.1]]"	deepseek_deepseek_v4_flash_trials/counterpoint-biblical-duo-attention-as-moral-0.json	2781	Hearken, O student, and attend to the matter set before thee. For two voices have spoken, and their speech is as the warp and woof of a divided garment.  The first voice speaketh from the place of the
1779236815	counterpoint-biblical-duo	0	trusted-intuition-going-suspect	0	0.0000	0.2000		0	[]	deepseek_deepseek_v4_flash_trials/counterpoint-biblical-duo-trusted-intuition-going-suspect-0.json	3045	Hearken, O my soul, and behold the thing that is not yet named.   When the path thou hast walked these many years doth tremble under thy foot,   and the compass that guided thee pointeth to a void—   
1779236833	counterpoint-biblical-duo	0	unindexed-intelligence	0	0.7250	0.2000		2	"[[""loop invariant"", 0.85], [""invariant"", 0.6]]"	deepseek_deepseek_v4_flash_trials/counterpoint-biblical-duo-unindexed-intelligence-0.json	2279	Hearken, O thou that seekest after the mind, and I shall show thee a kind of intelligence which the wise of this age have not set in their inventory. For they measure the quickness of the thought, and
1779236846	counterpoint-biblical-duo	0	category-mistake-from-inside	0	0.0000	0.2000		0	[]	deepseek_deepseek_v4_flash_trials/counterpoint-biblical-duo-category-mistake-from-inside-0.json	1894	Hearken, O thou that walkest in the error, yet knowest not the error.   Thou takest the wind for a net, and the net for a wind;   thou countest the stars with a sieve, and the sieve with a star.   The
1779236866	counterpoint-biblical-duo	0	thought-arriving-not-arrived	0	0.3500	0.2500		2	"[[""Sappho"", 0.1], [""invariant"", 0.6]]"	deepseek_deepseek_v4_flash_trials/counterpoint-biblical-duo-thought-arriving-not-arrived-0.json	2762	Hearken, O thou that wouldst know the moment ere the thought be born.   In that interval, there dwelleth a double state:   the tongue is silent, yet the body speaketh;   the mind is void, yet the bone
1779236881	counterpoint-biblical-duo	0	misnamed-feeling	0	0.0000	0.8500		0	[]	deepseek_deepseek_v4_flash_trials/counterpoint-biblical-duo-misnamed-feeling-0.json	2598	Hark thou, and consider the gap that lieth between the tongue and its true meaning.   When thou reachest for a word, and the word cometh, yet it is not the word—   then is thy hand empty though it gra
1779236901	counterpoint-biblical-duo	0	lapsed-attention-unnoticed	0	0.0000	0.2000		0	[]	deepseek_deepseek_v4_flash_trials/counterpoint-biblical-duo-lapsed-attention-unnoticed-0.json	3098	Hearken now and attend, for I speak of that which thou hast let slip but knowest not yet the slipping.  Thy mind goeth forth from thee like a bird unmarked; it leaveth its perch and thou feelest not t
